ID, Label, Mean 0, Mean 1, Aff 0, Aff 1, Eff 0, Eff 1
0,' ',23.23726284676351,20.02898295556433,1.2883583333536333,0.804715364186699,0.8877677051593873,0.8469115115201516
1,' ',29.755976097899545,9.360210258630318,1.4881717539637758,0.6345862801674369,0.1401275483491653,0.6826280647445495
2,' ',22.39570245291408,20.66632838772441,0.5336403395880169,0.7693883112744203,0.8983966343724852,0.8814645314385423
3,' ',25.993737917817413,16.964831166623064,0.8099507554697153,0.6340234876171845,0.7101089547453784,0.2278082215984431
4,' ',6.695033445982985,0.5263187267970604,0.7604598138197516,1.1592634168995302,0.5661451114196475,0.5337704992369705
5,' ',25.1010697100124,5.442413209473738,1.019219069011514,1.0072632468935327,0.8762955335085156,0.35635652092459064
6,' ',22.034776054098323,15.213311253792579,0.9421704571733197,0.6566650196060471,0.373527590401016,0.21572910438364362
7,' ',19.738290832754917,11.592773619527584,0.8237508010635585,1.0221688987688227,0.417767132523325,0.8893073581010266
8,' ',5.873398910863075,13.30997556444459,0.9723538169572673,1.0338470317943917,0.757501766542712,0.3771187058511753
9,' ',15.109031351410088,9.459738095096396,0.7985227678675229,1.418341424910849,0.595531445636187,0.9873513939506188
10,' ',17.221525434281933,3.921449125973666,0.5822147685033285,0.5157473080001946,0.468959880801795,0.6175878927850098
11,' ',25.384692573208692,22.622233218454582,1.2799047520771722,0.5228087442218677,0.1491758804854616,0.5398564569563346
12,' ',28.063629828740055,0.38743058941370867,0.7603461497469628,1.1420439110443381,0.5168444443790593,0.8964360629101107
13,' ',19.781291332353575,0.8029126207995629,0.8548303252413453,1.4665977083450303,0.9717737855169516,0.931070889680884
14,' ',26.354243803804767,10.06000042612252,1.060949440094129,0.7960293844808076,0.5541324502414766,0.4797310000990282
15,' ',18.420688655385973,6.28674426671857,0.5249820729951006,1.4187236683457942,0.9467190071660649,0.5453170828116709
16,' ',9.949107093819439,8.404584835540307,1.47760772706788,1.0073996863798824,0.8821442532717061,0.14390007552386194
17,' ',5.824265579305892,17.81631967129717,0.9517037269721084,0.6096804742999129,0.8491515331973474,0.5523383868556315
18,' ',9.173491568495145,1.338259012981362,1.459809696539807,1.496822393470187,0.5788997139087025,0.23125415362952323
19,' ',21.8692525259324,18.219347791880057,1.4517154317418695,0.5323238725086915,0.955284151584474,0.6610644428255714
20,' ',6.107284182068637,28.57651155023241,0.9107323789288706,0.8465882828232443,0.5280660083076697,0.7446566016313362
21,' ',11.84259761498051,1.7246984303902757,0.7345305820129637,0.5826153865866214,0.24973991067695528,0.9965126460051091
22,' ',21.886334470339715,19.060043530979584,0.9714248543519349,0.6467851270190906,0.20105249622973398,0.062014172812376867
23,' ',6.379019407711638,23.247371129326094,1.0971033740884955,1.2431096271787703,0.3557218493668981,0.2809494776528594
24,' ',4.915179212780667,24.269931874929163,1.17633155042267,1.4038351507708149,0.6068711157976082,0.9852566132927585
25,' ',24.588264778841836,13.526900195932452,0.7696239361338976,0.5952096881996668,0.9894981770338863,0.7569377341024534
26,' ',0.699883610730091,19.194949861597554,0.7868974021467289,1.343956104881603,0.17046208950928515,0.32312213311822807
27,' ',22.302530208763212,16.465620383694223,1.1798847402509183,1.4059875890817535,0.9173957671506564,0.7909673171073972
28,' ',7.27003662893072,16.210047359129415,1.3992778722687864,0.8572939550964338,0.2630718087295817,0.8598490997907328
29,' ',22.99946458168747,21.631182806846496,0.6376223255870754,0.5904570704543036,0.4188375696201678,0.43533397695435505
